"","key","clid","cl_label"
"450","noradrenergic cell","CL:0000459","noradrenergic cell"
"451","glucocorticoid secreting cell","CL:0000460","glucocorticoid secreting cell"
"452","adepithelial cell","CL:0000462","adepithelial cell"
"453","epidermal cell (sensu arthropoda)","CL:0000463","epidermal cell (sensu Arthropoda)"
"454","epidermoblast","CL:0000464","epidermoblast"
"455","cardioblast (sensu arthropoda)","CL:0000465","cardioblast (sensu Arthropoda)"
"456","adrenocorticotropic hormone secreting cell","CL:0000467","adrenocorticotropic hormone secreting cell"
"457","neuroglioblast (sensu nematoda and protostomia)","CL:0000468","neuroglioblast (sensu Nematoda and Protostomia)"
"458","ganglion mother cell","CL:0000469","ganglion mother cell"
"459","digestive enzyme secreting cell","CL:0000470","digestive enzyme secreting cell"
"460","obsolete chlorenchyma cell","CL:0000472","obsolete chlorenchyma cell"
"461","obsolete defensive cell","CL:0000473","OBSOLETE defensive cell"
"462","pericardial nephrocyte","CL:0000474","pericardial nephrocyte"
"463","obsolete degenerate megaspore","CL:0000475","obsolete degenerate megaspore"
"464","thyrotroph","CL:0000476","thyrotroph"
"465","follicle cell of egg chamber","CL:0000477","follicle cell of egg chamber"
"466","oxytocin stimulating hormone secreting cell","CL:0000478","oxytocin stimulating hormone secreting cell"
"467","vasopressin stimulating hormone secreting cell","CL:0000479","vasopressin stimulating hormone secreting cell"
"468","secretin stimulating hormone secreting cell","CL:0000480","secretin stimulating hormone secreting cell"
"469","cholecystokin stimulating hormone secreting cell","CL:0000481","cholecystokin stimulating hormone secreting cell"
"470","juvenile hormone secreting cell","CL:0000482","juvenile hormone secreting cell"
"471","bombesin stimulating hormone secreting cell","CL:0000483","bombesin stimulating hormone secreting cell"
"472","connective tissue type mast cell","CL:0000484","connective tissue type mast cell"
"473","mucosal type mast cell","CL:0000485","mucosal type mast cell"
"474","garland cell","CL:0000486","garland cell"
"475","oenocyte","CL:0000487","oenocyte"
"476","visible light photoreceptor cell","CL:0000488","visible light photoreceptor cell"
"477","scotopic photoreceptor cell","CL:0000489","scotopic photoreceptor cell"
"478","photopic photoreceptor cell","CL:0000490","photopic photoreceptor cell"
"479","obsolete cytotoxic t cell","CL:0000491","obsolete cytotoxic T cell"
"480","cd4-positive helper t cell","CL:0000492","CD4-positive helper T cell"
"481","obsolete regulatory t cell","CL:0000493","obsolete regulatory T cell"
"482","uv sensitive photoreceptor cell","CL:0000494","UV sensitive photoreceptor cell"
"483","blue sensitive photoreceptor cell","CL:0000495","blue sensitive photoreceptor cell"
"484","green sensitive photoreceptor cell","CL:0000496","green sensitive photoreceptor cell"
"485","red sensitive photoreceptor cell","CL:0000497","red sensitive photoreceptor cell"
"486","inhibitory interneuron","CL:0000498","inhibitory interneuron"
"487","stromal cell","CL:0000499","stromal cell"
"488","follicular epithelial cell","CL:0000500","follicular epithelial cell"
"489","granulosa cell","CL:0000501","granulosa cell"
"490","type d enteroendocrine cell","CL:0000502","type D enteroendocrine cell"
"491","theca cell","CL:0000503","theca cell"
"492","enterochromaffin-like cell","CL:0000504","enterochromaffin-like cell"
"493","substance p secreting cell","CL:0000505","substance P secreting cell"
"494","enkephalin secreting cell","CL:0000506","enkephalin secreting cell"
"495","endorphin secreting cell","CL:0000507","endorphin secreting cell"
"496","type g enteroendocrine cell","CL:0000508","type G enteroendocrine cell"
"497","gastrin secreting cell","CL:0000509","gastrin secreting cell"
"498","paneth cell","CL:0000510","paneth cell"
"499","androgen binding protein secreting cell","CL:0000511","androgen binding protein secreting cell"
"500","obsolete paracrine cell","CL:0000512","obsolete paracrine cell"
"501","cardiac muscle myoblast","CL:0000513","cardiac muscle myoblast"
"502","smooth muscle myoblast","CL:0000514","smooth muscle myoblast"
"503","skeletal muscle myoblast","CL:0000515","skeletal muscle myoblast"
"504","perineuronal satellite cell","CL:0000516","perineuronal satellite cell"
"505","macrophage derived foam cell","CL:0000517","macrophage derived foam cell"
"506","phagocyte (sensu vertebrata)","CL:0000518","phagocyte (sensu Vertebrata)"
"507","phagocyte (sensu nematoda and protostomia)","CL:0000519","phagocyte (sensu Nematoda and Protostomia)"
"508","prokaryotic cell","CL:0000520","prokaryotic cell"
"509","fungal cell","CL:0000521","fungal cell"
"510","obsolete spore","CL:0000522","obsolete spore"
"511","mononuclear cytotrophoblast cell","CL:0000523","mononuclear cytotrophoblast cell"
"512","spheroplast","CL:0000524","spheroplast"
"513","syncytiotrophoblast cell","CL:0000525","syncytiotrophoblast cell"
"514","afferent neuron","CL:0000526","afferent neuron"
"515","efferent neuron","CL:0000527","efferent neuron"
"516","nitrergic neuron","CL:0000528","nitrergic neuron"
"517","pigmented epithelial cell","CL:0000529","pigmented epithelial cell"
"518","primary neuron (sensu teleostei)","CL:0000530","primary neuron (sensu Teleostei)"
"519","primary sensory neuron (sensu teleostei)","CL:0000531","primary sensory neuron (sensu Teleostei)"
"520","cap motoneuron","CL:0000532","CAP motoneuron"
"521","primary motor neuron (sensu teleostei)","CL:0000533","primary motor neuron (sensu Teleostei)"
"522","primary interneuron (sensu teleostei)","CL:0000534","primary interneuron (sensu Teleostei)"
"523","secondary neuron (sensu teleostei)","CL:0000535","secondary neuron (sensu Teleostei)"
"524","secondary motor neuron (sensu teleostei)","CL:0000536","secondary motor neuron (sensu Teleostei)"
"525","obsolete antipodal cell","CL:0000537","obsolete antipodal cell"
"526","obsolete epidermal initial","CL:0000538","obsolete epidermal initial"
"527","obsolete idioblast","CL:0000539","obsolete idioblast"
"528","neuron","CL:0000540","neuron"
"529","melanoblast","CL:0000541","melanoblast"
"530","lymphocyte","CL:0000542","lymphocyte"
"531","obsolete sieve tube member","CL:0000543","obsolete sieve tube member"
"532","slowly adapting mechanoreceptor cell","CL:0000544","slowly adapting mechanoreceptor cell"
"533","t-helper 1 cell","CL:0000545","T-helper 1 cell"
"534","t-helper 2 cell","CL:0000546","T-helper 2 cell"
"535","proerythroblast","CL:0000547","proerythroblast"
"536","obsolete animal cell","CL:0000548","obsolete animal cell"
"537","basophilic erythroblast","CL:0000549","basophilic erythroblast"
"538","polychromatophilic erythroblast","CL:0000550","polychromatophilic erythroblast"
"539","unimodal nocireceptor","CL:0000551","unimodal nocireceptor"
"540","orthochromatic erythroblast","CL:0000552","orthochromatic erythroblast"
"541","megakaryocyte progenitor cell","CL:0000553","megakaryocyte progenitor cell"
"542","gastrin stimulating hormone secreting cell","CL:0000554","gastrin stimulating hormone secreting cell"
"543","obsolete neuronal brush cell","CL:0000555","obsolete neuronal brush cell"
"544","megakaryocyte","CL:0000556","megakaryocyte"
"545","granulocyte monocyte progenitor cell","CL:0000557","granulocyte monocyte progenitor cell"
"546","reticulocyte","CL:0000558","reticulocyte"
"547","promonocyte","CL:0000559","promonocyte"
"548","band form neutrophil","CL:0000560","band form neutrophil"
"549","amacrine cell","CL:0000561","amacrine cell"
"550","nucleate erythrocyte","CL:0000562","nucleate erythrocyte"
"551","endospore","CL:0000563","endospore"
"552","neutrophilic promyelocyte","CL:0000564","neutrophilic promyelocyte"
"553","fat body cell","CL:0000565","fat body cell"
"554","angioblastic mesenchymal cell","CL:0000566","angioblastic mesenchymal cell"
"555","polymodal nocireceptor","CL:0000567","polymodal nocireceptor"
"556","amine precursor uptake and decarboxylation cell","CL:0000568","amine precursor uptake and decarboxylation cell"
"557","cardiac mesenchymal cell","CL:0000569","cardiac mesenchymal cell"
"558","parafollicular cell","CL:0000570","parafollicular cell"
"559","leucophore","CL:0000571","leucophore"
"560","retinal cone cell","CL:0000573","retinal cone cell"
"561","erythrophore","CL:0000574","erythrophore"
"562","corneal epithelial cell","CL:0000575","corneal epithelial cell"
"563","monocyte","CL:0000576","monocyte"
"564","type ec enteroendocrine cell","CL:0000577","type EC enteroendocrine cell"
"565","experimentally modified cell in vitro","CL:0000578","experimentally modified cell in vitro"
"566","border follicle cell","CL:0000579","border follicle cell"
"567","neutrophilic myelocyte","CL:0000580","neutrophilic myelocyte"
"568","peritoneal macrophage","CL:0000581","peritoneal macrophage"
"569","neutrophilic metamyelocyte","CL:0000582","neutrophilic metamyelocyte"
"570","alveolar macrophage","CL:0000583","alveolar macrophage"
"571","enterocyte","CL:0000584","enterocyte"
"572","obsolete null cell","CL:0000585","obsolete null cell"
"573","germ cell","CL:0000586","germ cell"
"574","cold sensing thermoreceptor cell","CL:0000587","cold sensing thermoreceptor cell"
"575","odontoclast","CL:0000588","odontoclast"
"576","cochlear inner hair cell","CL:0000589","cochlear inner hair cell"
"577","small luteal cell","CL:0000590","small luteal cell"
"578","warmth sensing thermoreceptor cell","CL:0000591","warmth sensing thermoreceptor cell"
"579","large luteal cell","CL:0000592","large luteal cell"
"580","androgen secreting cell","CL:0000593","androgen secreting cell"
"581","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell"
"582","enucleate erythrocyte","CL:0000595","enucleate erythrocyte"
"583","sexual spore","CL:0000596","sexual spore"
"584","microconidium","CL:0000597","microconidium"
"585","pyramidal neuron","CL:0000598","pyramidal neuron"
"586","conidium","CL:0000599","conidium"
"587","heterokaryon","CL:0000600","heterokaryon"
"588","cochlear outer hair cell","CL:0000601","cochlear outer hair cell"
"589","pressoreceptor cell","CL:0000602","pressoreceptor cell"
"590","dikaryon","CL:0000603","dikaryon"
"591","retinal rod cell","CL:0000604","retinal rod cell"
"592","fungal asexual spore","CL:0000605","fungal asexual spore"
"593","macroconidium","CL:0000606","macroconidium"
"594","ascospore","CL:0000607","ascospore"
"595","zygospore","CL:0000608","zygospore"
"596","vestibular hair cell","CL:0000609","vestibular hair cell"
"597","obsolete plant cell","CL:0000610","obsolete plant cell"
"598","eosinophil progenitor cell","CL:0000611","eosinophil progenitor cell"
"599","eosinophilic myelocyte","CL:0000612","eosinophilic myelocyte"
"600","basophil progenitor cell","CL:0000613","basophil progenitor cell"
"601","basophilic myelocyte","CL:0000614","basophilic myelocyte"
"602","basidiospore","CL:0000615","basidiospore"
"603","obsolete sporangiospore","CL:0000616","obsolete sporangiospore"
"604","gabaergic neuron","CL:0000617","GABAergic neuron"
"605","sheath cell","CL:0000618","sheath cell"
"606","supporting cell (sensu nematoda)","CL:0000619","supporting cell (sensu Nematoda)"
"607","obsolete zoospore","CL:0000620","obsolete zoospore"
"608","fusion competent myoblast","CL:0000621","fusion competent myoblast"
"609","acinar cell","CL:0000622","acinar cell"
"610","natural killer cell","CL:0000623","natural killer cell"
"611","cd4-positive, alpha-beta t cell","CL:0000624","CD4-positive, alpha-beta T cell"
"612","cd8-positive, alpha-beta t cell","CL:0000625","CD8-positive, alpha-beta T cell"
"613","olfactory granule cell","CL:0000626","olfactory granule cell"
"614","obsolete transporting cell","CL:0000627","obsolete transporting cell"
"615","photosynthetic cell","CL:0000628","photosynthetic cell"
"616","storage cell","CL:0000629","storage cell"
"617","supporting cell","CL:0000630","supporting cell"
"618","labyrinth supporting cell","CL:0000631","labyrinth supporting cell"
"619","hepatic stellate cell","CL:0000632","hepatic stellate cell"
"620","hensen cell","CL:0000633","Hensen cell"
"621","claudius cell","CL:0000634","Claudius cell"
"622","deiter's cell","CL:0000635","Deiter's cell"
"623","mueller cell","CL:0000636","Mueller cell"
"624","chromophil cell of anterior pituitary gland","CL:0000637","chromophil cell of anterior pituitary gland"
"625","acidophil cell of pars distalis of adenohypophysis","CL:0000638","acidophil cell of pars distalis of adenohypophysis"
"626","basophil cell of pars distalis of adenohypophysis","CL:0000639","basophil cell of pars distalis of adenohypophysis"
"627","chromophobe cell","CL:0000641","chromophobe cell"
"628","folliculostellate cell","CL:0000642","folliculostellate cell"
"629","bergmann glial cell","CL:0000644","Bergmann glial cell"
"630","pituicyte","CL:0000645","pituicyte"
"631","basal cell","CL:0000646","basal cell"
"632","multinucleated giant cell","CL:0000647","multinucleated giant cell"
"633","kidney granular cell","CL:0000648","kidney granular cell"
"634","spinous cell of epidermis","CL:0000649","spinous cell of epidermis"
"635","mesangial cell","CL:0000650","mesangial cell"
"636","obsolete mucous neck cell","CL:0000651","obsolete mucous neck cell"
"637","pinealocyte","CL:0000652","pinealocyte"
"638","podocyte","CL:0000653","podocyte"
"639","primary oocyte","CL:0000654","primary oocyte"
"640","secondary oocyte","CL:0000655","secondary oocyte"
"641","primary spermatocyte","CL:0000656","primary spermatocyte"
"642","secondary spermatocyte","CL:0000657","secondary spermatocyte"
"643","cuticle secreting cell","CL:0000658","cuticle secreting cell"
"644","eggshell secreting cell","CL:0000659","eggshell secreting cell"
"645","glycocalyx secreting cell","CL:0000660","glycocalyx secreting cell"
"646","distal tip cell (sensu nematoda)","CL:0000661","distal tip cell (sensu Nematoda)"
"647","neuroglioblast (sensu nematoda)","CL:0000662","neuroglioblast (sensu Nematoda)"
"648","obsolete valve cell","CL:0000663","obsolete valve cell"
"649","obsolete closable valve cell","CL:0000664","obsolete closable valve cell"
"650","obsolete permanently open valve cell","CL:0000665","obsolete permanently open valve cell"
"651","fenestrated endothelial cell","CL:0000666","fenestrated endothelial cell"
"652","collagen secreting cell","CL:0000667","collagen secreting cell"
"653","obsolete parenchymal cell","CL:0000668","obsolete parenchymal cell"
"654","pericyte","CL:0000669","pericyte"
"655","primordial germ cell","CL:0000670","primordial germ cell"
